Nombre,Slug,Tipo_actual,Tipo_propuesto,Servicio_1,Servicio_2,Servicio_3
"| Clínica Fisioterapia y suelo pélvico Salamanca | Julia Rodríguez",clinica-fisioterapia-y-suelo-pelvico-sal,yoga,pilates,"Yoga","Pilates",""
"22Nexus Pilates",22nexus-pilates,yoga,pilates,"Yoga","Pilates",""
"23.FIT",23-fit,yoga,pilates,"Yoga","Pilates",""
"3Ventur",3ventur,yoga,yoga,"Yoga","Pilates",""
"4Health - Personal Training Studio",4health-personal-training-studio,yoga,yoga,"Yoga","Pilates",""
"88 Sports Leisure Center Towers",88-sports-leisure-center-towers,yoga,yoga,"Yoga","Pilates",""
"AB Yoga Center By Alícia Beltrán - Centre de Ioga a Barcelona",ab-yoga-center-by-alicia-beltran-centre-,yoga,yoga,"Yoga","Pilates",""
"Abbyveda Massages ô féminin",abbyveda-massages-o-feminin,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Acfitness Gym (Noia)",acfitness-gym-noia,yoga,yoga,"Yoga","Pilates",""
"Acroyoga y Yoga Barcelona",acroyoga-y-yoga-barcelona,yoga,yoga,"Yoga","Pilates",""
"Activa Pilates Moralzarzal",activa-pilates-moralzarzal,yoga,pilates,"Yoga","Pilates",""
"Activaclub Almería",activaclub-almeria,yoga,yoga,"Yoga","Pilates",""
"activaT center",activat-center,yoga,yoga,"Yoga","Pilates",""
"Activate Sports Club",activate-sports-club,yoga,yoga,"Yoga","Pilates",""
"ActualFit 24 🏋🏻‍♂️",actualfit-24,yoga,yoga,"Yoga","Pilates",""
"Afitnity Training Box",afitnity-training-box,yoga,yoga,"Yoga","Pilates",""
"Agalar",agalar,yoga,yoga,"Yoga","Pilates",""
"Ágape Yoga Málaga",agape-yoga-malaga,yoga,yoga,"Yoga","Pilates",""
"Agâra Yoga - Lugo",agara-yoga-lugo,yoga,yoga,"Yoga","Pilates",""
"Agoyoga Ibiza",agoyoga-ibiza,yoga,yoga,"Yoga","Pilates",""
"ahimsa YOGA",ahimsa-yoga,yoga,yoga,"Yoga","Pilates",""
"Ahimsa Yoga y Sonido",ahimsa-yoga-y-sonido,yoga,yoga,"Yoga","Pilates",""
"Aiyayurveda International Association of yoga and ayurveda",aiyayurveda-international-association-of,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Akasha - Casa de Sanación y Ayurveda Savitri OM",akasha-casa-de-sanacion-y-ayurveda-savit,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Akasha Yoga Pilates Alcalá",akasha-yoga-pilates-alcala,yoga,yoga,"Yoga","Pilates",""
"Aktivs Yoga Tenerife",aktivs-yoga-tenerife,yoga,yoga,"Yoga","Pilates",""
"Alba Flores Saranam-Refugio del Alma",alba-flores-saranam-refugio-del-alma,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Alea Fisioterapia Deportiva y Suelo Pélvico Guadalajara.",alea-fisioterapia-deportiva-y-suelo-pelv,yoga_meditation,pilates,"Yoga","Pilates",""
"Alice MASSAGE & YOGA - BAYONNE",alice-massage-yoga-bayonne,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Almagrit Baños Árabes| Almagro.",almagrit-banos-arabes-almagro,yoga,yoga,"Yoga","Pilates",""
"Amantes del Yoga",amantes-del-yoga,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ametlla Diving",ametlla-diving,yoga,yoga,"Yoga","Pilates",""
"Anahata Centro de Yoga y Bienestar y Gong",anahata-centro-de-yoga-y-bienestar-y-gon,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"ANANDA Centre de Soins Ayurvédiques",ananda-centre-de-soins-ayurvediques,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ananda Ioga",ananda-ioga,yoga,yoga,"Yoga","Pilates",""
"Ananta Ayurveda",ananta-ayurveda,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"ANDRÉ FARIA",andre-faria,yoga_meditation,pilates,"Yoga","Pilates",""
"Ángela Valle Centro de Masajes y Técnicas Naturales",angela-valle-centro-de-masajes-y-tecnica,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ànima Wellness",anima-wellness,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"ANS CLINIC",ans-clinic,spa,ayurveda,"Ayurveda","Spa",""
"Anytime Fitness Parc de l'Aigua",anytime-fitness-parc-de-l-aigua,yoga,yoga,"Yoga","Pilates",""
"Apasho yoga",apasho-yoga,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Aquae Centro Multidisciplinar María Bermejo",aquae-centro-multidisciplinar-maria-berm,yoga,yoga,"Yoga","Pilates",""
"Arco Pilates",arco-pilates,yoga,yoga,"Yoga","Pilates",""
"Areafit Albacete",areafit-albacete,yoga,yoga,"Yoga","Pilates",""
"Areafit Arrecife",areafit-arrecife,yoga,yoga,"Yoga","Pilates",""
"Areafit Écija",areafit-ecija,yoga,pilates,"Yoga","Pilates",""
"Areafit Morón",areafit-moron,yoga,pilates,"Yoga","Pilates",""
"Areafit Reus",areafit-reus,yoga,pilates,"Yoga","Pilates",""
"Arenas Health Club",arenas-health-club,yoga,pilates,"Yoga","Pilates",""
"Ariznabarra Gizarte Etxea",ariznabarra-gizarte-etxea,yoga,yoga,"Yoga","Pilates",""
"Arjuna Escuela de Yoga",arjuna-escuela-de-yoga,yoga,yoga,"Yoga","Pilates",""
"Arrels Centre de teràpies naturals, formació i estètica",arrels-centre-de-terapies-naturals-forma,yoga,yoga,"Yoga","Pilates",""
"Art of Healing",art-of-healing,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Art On Yoga + Art On You By Patricia Bonet",art-on-yoga-art-on-you-by-patricia-bonet,yoga,yoga,"Yoga","Pilates",""
"Aruna Vigo - Reflexologia, Craneosacral y Meditación",aruna-vigo-reflexologia-craneosacral-y-m,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"ASERHCO Rehabilitation and Health",aserhco-rehabilitation-and-health,yoga,pilates,"Yoga","Pilates",""
"Ashiyana Yoga Retreat Centre",ashiyana-yoga-retreat-centre,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ashvattha Quiromasaje",ashvattha-quiromasaje,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ateneo Obrero de Villaviciosa",ateneo-obrero-de-villaviciosa,yoga,yoga,"Yoga","Pilates",""
"Athletic Gym",athletic-gym,yoga,pilates,"Yoga","Pilates",""
"ATLAS Sports Center",atlas-sports-center,yoga,pilates,"Yoga","Pilates",""
"AURA Yoga Lleida",aura-yoga-lleida,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"AWA YOGA",awa-yoga,yoga,yoga,"Yoga","Pilates",""
"Ayurfeel",ayurfeel,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ayurvéda - Nour Lucie Joao",ayurveda-nour-lucie-joao,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ayurveda Barcelona",ayurveda-barcelona,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ayurveda Botanic I Guilu Cabalé",ayurveda-botanic-i-guilu-cabale,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ayurveda Experience Connie",ayurveda-experience-connie,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ayurveda Jaén: Centro de Yoga y naturopatía India",ayurveda-jaen-centro-de-yoga-y-naturopat,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ayurveda La Palma",ayurveda-la-palma,yoga,yoga,"Yoga","Pilates",""
"Ayurveda Lifestyle By Bharat Negi",ayurveda-lifestyle-by-bharat-negi,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ayurveda Medicina Natural Lola Peña",ayurveda-medicina-natural-lola-pena,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ayurveda Rural",ayurveda-rural,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ayurveda Shobha Lad",ayurveda-shobha-lad,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ayurveda Tradicional",ayurveda-tradicional,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ayurveda Yoga Health - Yoga Vidya Torrox Costa",ayurveda-yoga-health-yoga-vidya-torrox-c,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"AZ GYM & JIU JITSU ACADEMY",az-gym-jiu-jitsu-academy,yoga,pilates,"Yoga","Pilates",""
"Bárbara Martínez Yoga y Terapias Naturales",barbara-martinez-yoga-y-terapias-natural,yoga,yoga,"Yoga","Pilates",""
"Bárbara Yogaterapia",barbara-yogaterapia,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Barquillo Yoga",barquillo-yoga,yoga,yoga,"Yoga","Pilates",""
"Barrefit Bcn Studio Eixample",barrefit-bcn-studio-eixample,yoga,yoga,"Yoga","Pilates",""
"Basic-Fit",basic-fit-2,yoga,pilates,"Yoga","Pilates",""
"Basic-Fit",basic-fit-1,yoga,pilates,"Yoga","Pilates",""
"Basic-Fit",basic-fit,yoga,pilates,"Yoga","Pilates",""
"Basic-Fit Ponferrada Avenida España 17",basic-fit-ponferrada-avenida-espana-17,yoga,pilates,"Yoga","Pilates",""
"Baubo Yoga",baubo-yoga,yoga,yoga,"Yoga","Pilates",""
"BE A RAINBOW",be-a-rainbow,yoga,yoga,"Yoga","Pilates",""
"Be Art Yoga",be-art-yoga,yoga,yoga,"Yoga","Pilates",""
"Be24Fit",be24fit,yoga,yoga,"Yoga","Pilates",""
"Beach Gym",beach-gym,yoga,pilates,"Yoga","Pilates",""
"Beatriz Alija - Terapia holística",beatriz-alija-terapia-holistica,spa,ayurveda,"Ayurveda","Spa",""
"Beauty Center París: Peluquería, Estética, Masajes y Pilates",beauty-center-paris-peluqueria-estetica-,yoga,pilates,"Yoga","Pilates",""
"beKaruna by Paqui Sanchiz | Centro de Yoga y Meditación",bekaruna-by-paqui-sanchiz-centro-de-yoga,yoga,yoga,"Yoga","Pilates",""
"BeMovement Adeje",bemovement-adeje,yoga,pilates,"Yoga","Pilates",""
"BEN'S GYM IBIZA",ben-s-gym-ibiza,yoga,yoga,"Yoga","Pilates",""
"BeOne Fitness & Sport",beone-fitness-sport-1,yoga,yoga,"Yoga","Pilates",""
"BeOne Fitness & Sport",beone-fitness-sport,yoga,pilates,"Yoga","Pilates",""
"BeOne Ourense",beone-ourense,yoga,yoga,"Yoga","Pilates",""
"Bio Terapias Eva Varela",bio-terapias-eva-varela,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"BioBalance - Fisioterapia integrativa y movimiento",biobalance-fisioterapia-integrativa-y-mo,yoga_meditation,pilates,"Yoga","Pilates",""
"blanc yoga Eixample",blanc-yoga-eixample,yoga,yoga,"Yoga","Pilates",""
"BLAUMEER YOGA STUDIO by Christine Pohn",blaumeer-yoga-studio-by-christine-pohn,yoga,yoga,"Yoga","Pilates",""
"Blue Fitness Gyms",blue-fitness-gyms,yoga,yoga,"Yoga","Pilates",""
"bodhana wellness centre",bodhana-wellness-centre,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Body Viu",body-viu,yoga,pilates,"Yoga","Pilates",""
"Bodycam Sports Cambrils",bodycam-sports-cambrils,yoga,pilates,"Yoga","Pilates",""
"Bodyline Fitness club",bodyline-fitness-club,yoga,pilates,"Yoga","Pilates",""
"BorealRelax: Centro de Masajes y Wellness Spa",borealrelax-centro-de-masajes-y-wellness,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Brooklyn Fitboxing Albacete",brooklyn-fitboxing-albacete,yoga,yoga,"Yoga","Pilates",""
"Brooklyn Fitboxing Burgos",brooklyn-fitboxing-burgos,yoga,yoga,"Yoga","Pilates",""
"Brooklyn Fitboxing Ciudad real",brooklyn-fitboxing-ciudad-real,yoga,pilates,"Yoga","Pilates",""
"Bru Fisioterapia Masajes. Biomecanica del ciclismo",bru-fisioterapia-masajes-biomecanica-del,yoga,pilates,"Yoga","Pilates",""
"Bullgym Centro Fitness",bullgym-centro-fitness,yoga,pilates,"Yoga","Pilates",""
"Burbuja Natural",burbuja-natural,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"C&M Pilates Studio",c-m-pilates-studio,yoga,yoga,"Yoga","Pilates",""
"CAF - Cross Arts Fitness",caf-cross-arts-fitness,yoga,yoga,"Yoga","Pilates",""
"Calma Campus Famara Yoga Lanzarote",calma-campus-famara-yoga-lanzarote,yoga,yoga,"Yoga","Pilates",""
"Cālma Studio - Yoga & Mindfulness",calma-studio-yoga-mindfulness,yoga,yoga,"Yoga","Pilates",""
"CALMA YOGA Donostia ‍ ‍",calma-yoga-donostia,yoga,yoga,"Yoga","Pilates",""
"Carole Martinez Massage Ayurvedic &Yoga. Perpignan 66000 Et Alentours",carole-martinez-massage-ayurvedic-yoga-p,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Casa Cuadrau: Yoga, Art & Nature in the Pyrenees",casa-cuadrau-yoga-art-nature-in-the-pyre,yoga,yoga,"Yoga","Pilates",""
"Casa del Moviment - Dansa, Ioga, Salut",casa-del-moviment-dansa-ioga-salut,yoga,yoga,"Yoga","Pilates",""
"Casita de Ayurveda Tenerife",casita-de-ayurveda-tenerife,spa,ayurveda,"Ayurveda","Spa",""
"CEM La Fanecada",cem-la-fanecada,yoga,yoga,"Yoga","Pilates",""
"Center Yoga Shiva & Shakti Pamplona",center-yoga-shiva-shakti-pamplona,yoga,yoga,"Yoga","Pilates",""
"Centre Béa - Massages et Ayurvéda",centre-bea-massages-et-ayurveda,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centre de Bien-être Ayurvédique - Asso. Mains Libres",centre-de-bien-etre-ayurvedique-asso-mai,spa,ayurveda,"Ayurveda","Spa",""
"Centre de Ioga Ca s'Oliba",centre-de-ioga-ca-s-oliba,yoga,yoga,"Yoga","Pilates",""
"Centre Dhamma",centre-dhamma,yoga,yoga,"Yoga","Pilates",""
"Centre Esportiu d'Ordino",centre-esportiu-d-ordino,yoga,yoga,"Yoga","Pilates",""
"Centre Esportiu Esquitx",centre-esportiu-esquitx,yoga,yoga,"Yoga","Pilates",""
"Centre Prasad",centre-prasad,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centre Sat Nam",centre-sat-nam,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centro | Studio Pilates Calle Ancha | Albacete",centro-studio-pilates-calle-ancha-albace,yoga,yoga,"Yoga","Pilates",""
"Centro Amoratí",centro-amorati,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centro Axarquía. Fisioterapia y Pilates",centro-axarquia-fisioterapia-y-pilates,yoga_meditation,pilates,"Yoga","Pilates",""
"Centro Ayurveda Devasahi",centro-ayurveda-devasahi,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centro Bienestar JANAKI YOGA",centro-bienestar-janaki-yoga,yoga,yoga,"Yoga","Pilates",""
"Centro Calima. Centro de retiros y meditación.",centro-calima-centro-de-retiros-y-medita,yoga,yoga,"Yoga","Pilates",""
"Centro Cultural el Pinós",centro-cultural-el-pinos,yoga,yoga,"Yoga","Pilates",""
"Centro Cultural Manuel Benito Moliner (antiguo Matadero)",centro-cultural-manuel-benito-moliner-an,yoga,yoga,"Yoga","Pilates",""
"Centro de Ayurveda",centro-de-ayurveda,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centro de Bienestar Paula García",centro-de-bienestar-paula-garcia,yoga,yoga,"Yoga","Pilates",""
"Centro de fisioterapia en Lugones Pablo Calleja",centro-de-fisioterapia-en-lugones-pablo-,yoga,pilates,"Yoga","Pilates",""
"Centro de fisioterapia Kwal Physio",centro-de-fisioterapia-kwal-physio,yoga,pilates,"Yoga","Pilates",""
"Centro de Fitness Q-FITLIFE",centro-de-fitness-q-fitlife,yoga,pilates,"Yoga","Pilates",""
"Centro de Masajes Karmia",centro-de-masajes-karmia,yoga,yoga,"Yoga","Pilates",""
"Centro de Naturopatía, Quiromasaje y Osteopatía, Cháman",centro-de-naturopatia-quiromasaje-y-oste,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centro de Osteopatia- Yaiza",centro-de-osteopatia-yaiza,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centro de Pilates y Yoga Unalome Rooms",centro-de-pilates-y-yoga-unalome-rooms,yoga,yoga,"Yoga","Pilates",""
"Centro de Retiros de Yoga y Meditación Pirineo · Casa Marterena",centro-de-retiros-de-yoga-y-meditacion-p,yoga,yoga,"Yoga","Pilates",""
"Centro de Retiros y Formacion Yoga Vida",centro-de-retiros-y-formacion-yoga-vida,yoga,yoga,"Yoga","Pilates",""
"Centro de Terapia Natural Arq Nature",centro-de-terapia-natural-arq-nature,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centro de Yoga Victoria",centro-de-yoga-victoria,yoga,yoga,"Yoga","Pilates",""
"Centro de Yoga y Ayurveda. Do Ananda Yoga",centro-de-yoga-y-ayurveda-do-ananda-yoga,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centro de Yoga, Meditación y Mindfulness en Alcalá de Henares | Eduardo Solarte",centro-de-yoga-meditacion-y-mindfulness-,yoga,yoga,"Yoga","Pilates",""
"Centro Deportivo American Spin",centro-deportivo-american-spin,yoga,yoga,"Yoga","Pilates",""
"Centro deportivo INCIPIT Sports solution for humans FITCROSS & HYBRID",centro-deportivo-incipit-sports-solution,yoga,pilates,"Yoga","Pilates",""
"Centro Deportivo Palas",centro-deportivo-palas,yoga,pilates,"Yoga","Pilates",""
"Centro Deportivo Q-FITLIFE",centro-deportivo-q-fitlife,yoga,yoga,"Yoga","Pilates",""
"Centro deportivo Sauter",centro-deportivo-sauter,yoga,pilates,"Yoga","Pilates",""
"Centro Deportivo Sport is Medicine",centro-deportivo-sport-is-medicine,yoga,pilates,"Yoga","Pilates",""
"Centro Deportivo Stabia",centro-deportivo-stabia,yoga,yoga,"Yoga","Pilates",""
"Centro deportivo Supera Río Tajo",centro-deportivo-supera-rio-tajo,yoga,yoga,"Yoga","Pilates",""
"CENTRO ELLE fisioterapia avanzada",centro-elle-fisioterapia-avanzada,yoga_meditation,pilates,"Yoga","Pilates",""
"Centro Especializado En Fisioterapia Santa Marta De Tormes",centro-especializado-en-fisioterapia-san,yoga,pilates,"Yoga","Pilates",""
"Centro Febrero",centro-febrero,yoga,pilates,"Yoga","Pilates",""
"Centro Hara",centro-hara,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centro Kali | Yoga, pilates y terapias naturales en Granada",centro-kali-yoga-pilates-y-terapias-natu,yoga,yoga,"Yoga","Pilates",""
"Centro Keisho Alcázar Osteopatia, quiromasaje, MTC y terapias naturales.",centro-keisho-alcazar-osteopatia-quiroma,yoga,yoga,"Yoga","Pilates",""
"Centro Ki * Lau",centro-ki-lau,yoga,yoga,"Yoga","Pilates",""
"Centro KIRAN",centro-kiran,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centro Martins&Co",centro-martins-co,yoga,yoga,"Yoga","Pilates",""
"Centro Mushin",centro-mushin,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centro Nura Fisioterapia, Osteopatía, Suelo Pélvico, Pilates",centro-nura-fisioterapia-osteopatia-suel,yoga,yoga,"Yoga","Pilates",""
"Centro Prana Yoga Burgos",centro-prana-yoga-burgos,yoga,yoga,"Yoga","Pilates",""
"Centro qiromass",centro-qiromass,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centro Sevilla Bienestar",centro-sevilla-bienestar,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centro Shanti (Masajes y Terapias Alternativas)",centro-shanti-masajes-y-terapias-alterna,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Centro Soham Yoga Ronda",centro-soham-yoga-ronda,yoga,yoga,"Yoga","Pilates",""
"Centro Viviendo La Vida Yoga",centro-viviendo-la-vida-yoga,yoga,yoga,"Yoga","Pilates",""
"Centro Yogasadhana",centro-yogasadhana,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"CENTRO ZAMA DE YOGA IYENGAR® Barcelona",centro-zama-de-yoga-iyengar-barcelona,yoga,yoga,"Yoga","Pilates",""
"Chandra Ibiza",chandra-ibiza,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Clan Fitness Tenerife",clan-fitness-tenerife,yoga,pilates,"Yoga","Pilates",""
"Classical Hatha Yoga y Ayurveda Patanga",classical-hatha-yoga-y-ayurveda-patanga,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Clínica Andrea Palazzolo · Fisioterapia y Pilates",clinica-andrea-palazzolo-fisioterapia-y-,yoga,yoga,"Yoga","Pilates",""
"Clínica de Fisioterapia en Albacete - Loli Poveda",clinica-de-fisioterapia-en-albacete-loli,yoga,pilates,"Yoga","Pilates",""
"Clínica de fisioterapia Fisiocenter Úbeda",clinica-de-fisioterapia-fisiocenter-ubed,yoga,pilates,"Yoga","Pilates",""
"Clínica de Fisioterapia Fisiofuncional Ciudad Real",clinica-de-fisioterapia-fisiofuncional-c,yoga,pilates,"Yoga","Pilates",""
"Clínica de Fisioterapia Fran Rodríguez",clinica-de-fisioterapia-fran-rodriguez,yoga_meditation,pilates,"Yoga","Pilates",""
"Clínica Estética Integral Doshas",clinica-estetica-integral-doshas,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Clínica FISAP Fisioterapia Avanzada, Suelo Pélvico y Pilates",clinica-fisap-fisioterapia-avanzada-suel,yoga_meditation,pilates,"Yoga","Pilates",""
"Clínica Fisiolax. Fisioterapia y Pilates",clinica-fisiolax-fisioterapia-y-pilates,yoga,yoga,"Yoga","Pilates",""
"Clínica Fisiomar",clinica-fisiomar,yoga,pilates,"Yoga","Pilates",""
"Clínica Fisioterapia Sandra Gálvez Cabezas | Puente Genil | Fisioterapia Pediátrica y Suelo Pélvico | Nutrición",clinica-fisioterapia-sandra-galvez-cabez,yoga,yoga,"Yoga","Pilates",""
"Clínica iPhysio Therapy",clinica-iphysio-therapy,yoga,pilates,"Yoga","Pilates",""
"CLÍNICA LOCUBICHE - fisioterapia, pilates máquinas, acupuntura, osteopatia, dietética, psicología",clinica-locubiche-fisioterapia-pilates-m,yoga,yoga,"Yoga","Pilates",""
"Clínica Maimú - Fisioterapia Avanzada Ecoguiada y Readaptación",clinica-maimu-fisioterapia-avanzada-ecog,yoga,yoga,"Yoga","Pilates",""
"Clínica Mar Sánchez",clinica-mar-sanchez,yoga_meditation,pilates,"Yoga","Pilates",""
"Clínica Osteodinamic",clinica-osteodinamic,yoga_meditation,pilates,"Yoga","Pilates",""
"Clinica Palma Fisioterapia-Osteopatia-Pilates",clinica-palma-fisioterapia-osteopatia-pi,yoga,yoga,"Yoga","Pilates",""
"𝐂𝐥𝐢𝐧𝐢𝐜𝐚 𝐒𝐚𝐥𝐮𝐱. 𝐅𝐢𝐬𝐢𝐨𝐭𝐞𝐫𝐚𝐩𝐢𝐚, 𝐎𝐬𝐭𝐞𝐨𝐩𝐚𝐭𝐢𝐚, 𝐒𝐭𝐮𝐝𝐢𝐨 𝐝𝐞 𝐘𝐨𝐠𝐚 𝐲 𝐏𝐢𝐥𝐚𝐭𝐞𝐬 𝐞𝐧 𝐇𝐮𝐞𝐥𝐯𝐚.",,yoga,yoga,"Yoga","Pilates",""
"CLUB GYM SIERRA | Tu gimnasio en Córdoba",club-gym-sierra-tu-gimnasio-en-cordoba,yoga,pilates,"Yoga","Pilates",""
"Club Pilates Azca",club-pilates-azca,yoga,pilates,"Yoga","Pilates",""
"Club Pilates Conde Orgaz",club-pilates-conde-orgaz,yoga,pilates,"Yoga","Pilates",""
"Club Pilates Guindalera",club-pilates-guindalera,yoga,pilates,"Yoga","Pilates",""
"Club Pilates Las Rozas",club-pilates-las-rozas,yoga,pilates,"Yoga","Pilates",""
"Complejo Deportivo Salas Bajas",complejo-deportivo-salas-bajas,yoga,yoga,"Yoga","Pilates",""
"Complexo Deportivo Municipal A Fieiteira",complexo-deportivo-municipal-a-fieiteira,yoga,yoga,"Yoga","Pilates",""
"Corcobado. Movimiento & Pilates",corcobado-movimiento-pilates,yoga,yoga,"Yoga","Pilates",""
"Corporal ATC & Yoga Studio",corporal-atc-yoga-studio,yoga,yoga,"Yoga","Pilates",""
"Corporalma Pilates Center | Teatinos, Málaga",corporalma-pilates-center-teatinos-malag,yoga,pilates,"Yoga","Pilates",""
"CPYOGA L'ELIANA",cpyoga-l-eliana,yoga,yoga,"Yoga","Pilates",""
"Cross MAE Fitness",cross-mae-fitness,yoga,yoga,"Yoga","Pilates",""
"CrossFit Puigcerdà",crossfit-puigcerda,yoga,yoga,"Yoga","Pilates",""
"Cultural Centre",cultural-centre,yoga,yoga,"Yoga","Pilates",""
"Cumbre Fisioterapia - Fisioterapia y Osteopatía Zaragoza",cumbre-fisioterapia-fisioterapia-y-osteo,yoga,pilates,"Yoga","Pilates",""
"Cumbria Bienestar",cumbria-bienestar,yoga,yoga,"Yoga","Pilates",""
"D10",d10,yoga,yoga,"Yoga","Pilates",""
"Dayananda Yoga",dayananda-yoga,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"de la Mano del Yoga Ayurveda",de-la-mano-del-yoga-ayurveda,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"De Novo Pilates - Princesa",de-novo-pilates-princesa,yoga,pilates,"Yoga","Pilates",""
"DEIÀ YOGA by Lleo & Siau",deia-yoga-by-lleo-siau,yoga,yoga,"Yoga","Pilates",""
"Del Norte Estudios Gijon",del-norte-estudios-gijon,yoga,yoga,"Yoga","Pilates",""
"Deporte Free",deporte-free,yoga,yoga,"Yoga","Pilates",""
"Dhamma Sacca, centro de meditación Vipassana",dhamma-sacca-centro-de-meditacion-vipass,yoga,yoga,"Yoga","Pilates",""
"DHARA RETIRO YOGA & AYURVEDA",dhara-retiro-yoga-ayurveda,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Dhyana Vayus Yoga La Rinconada",dhyana-vayus-yoga-la-rinconada,yoga,yoga,"Yoga","Pilates",""
"Didgeridoo Ritual",didgeridoo-ritual,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Distrito Fitness",distrito-fitness,yoga,yoga,"Yoga","Pilates",""
"Diwali. Yoga, Wellness & Beauty en Marqués de Vadillo, Puerta del Ángel y Arganzuela",diwali-yoga-wellness-beauty-en-marques-d,yoga,yoga,"Yoga","Pilates",""
"DOM Fitness Concept - Centro de entrenamiento en Zaragoza",dom-fitness-concept-centro-de-entrenamie,yoga,pilates,"Yoga","Pilates",""
"Dreamfit Gasteiz",dreamfit-gasteiz,yoga,pilates,"Yoga","Pilates",""
"Dreamfit Logroño",dreamfit-logrono,yoga,yoga,"Yoga","Pilates",""
"Dreams Sport",dreams-sport,yoga,pilates,"Yoga","Pilates",""
"Dreamsea Surf Camp Spain",dreamsea-surf-camp-spain,yoga,yoga,"Yoga","Pilates",""
"Ecobarrio Herbolario",ecobarrio-herbolario,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ecoespazo VITRIOL",ecoespazo-vitriol,yoga,yoga,"Yoga","Pilates",""
"Ekyoga France - Rituel Massage Abhyanga Ayurvedic Pour Femmes À Cheval - Equicoaching - Coaching Business-",ekyoga-france-rituel-massage-abhyanga-ay,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"el cercano espacio",el-cercano-espacio,yoga,yoga,"Yoga","Pilates",""
"El proceso - Espacio de consciencia y movimiento",el-proceso-espacio-de-consciencia-y-movi,yoga,yoga,"Yoga","Pilates",""
"El Regazo Feliz",el-regazo-feliz,yoga,yoga,"Yoga","Pilates",""
"El Sendero del Yoga",el-sendero-del-yoga,yoga,yoga,"Yoga","Pilates",""
